"date";"product";"platform";"text"
"2025-12-09 09:59:32.000000";"Личный кабинет";"ANDROID";"Оценка 0 - за подключенный обещанный платёж без моего согласия. "
"2025-12-07 10:03:43.000000";"Личный кабинет";"IOS";"Вы меня обманули! "
"2025-12-31 16:07:00.000000";"Личный кабинет";"IOS";"Интерфейс перегружен ненужным и отвлекающим функционалом. Приложение должно работать в условиях минимального потребления трафика (на сетях 2G). То есть загружать только значения переменных. Приложение должно быть лаконичным и лёгким, информация загружаться за миллисекунды. Если это невозможно реализовать в рамках текущего приложения, стоит сделать отдельное приложение ЛАЙТ для таких же абонентов, которым не нравится такое обилие персональных предложений"
"2025-12-04 12:58:24.000000";"Личный кабинет";"ANDROID";"Не загружается рпсходы"
"2025-12-17 14:59:40.000000";"Личный кабинет";"ANDROID";"2,3,4,7 пункты. "
"2025-12-03 20:00:28.000000";"Личный кабинет";"IOS";"Не работает чат"
"2025-12-01 09:53:15.000000";"Личный кабинет";"IOS";"Связь и интернет дорогие,не понимаю на что уходят мои ГБ,приложение работает медленно и со сбоями,интернет работает медлено"
"2025-12-07 17:59:59.000000";"Личный кабинет";"ANDROID";"Больше пакетов интернета"
"2025-12-04 19:59:26.000000";"Личный кабинет";"ANDROID";"Блокируется тариф умное устройство, буду переходить к другому оператору. "
"2025-12-22 09:56:31.000000";"Личный кабинет";"ANDROID";"Плохая связь стала при звонках и интернет постоянно проблемы, особенно если едешь по России. Но и в городе тоже проблемы. А ещё незаконно меняете тариф без согласия "
"2025-12-10 06:47:07.000000";"Личный кабинет";"ANDROID";"Мне нужно больше минут а не интернета, а настройки такой нет удобной. Тариф дорогой."
"2025-12-28 02:03:54.000000";"Личный кабинет";"IOS";"Капча на идентификацию после 72 часового отсутствия использования телефона не работает."
"2025-12-06 08:58:23.000000";"Личный кабинет";"ANDROID";"Хотел вложить 1 млн в МТС накопления, но приложение МТС, как обычно, не работает."
"2025-12-07 06:45:57.000000";"Личный кабинет";"ANDROID";"Час слушала музыку, оператор так и не ответил"
"2025-12-08 14:59:02.000000";"Личный кабинет";"IOS";"К сожалению, одновременно не могу выбрать несколько вариантов! Отвратительное, лагающее приложение с невероятно неудобной навигацией. Отвратительная связь за большие деньги! "
"2025-12-11 12:56:05.000000";"Личный кабинет";"IOS";"Очень дороговато,если деньги закончились,то вообще ничего не работает,никакой надежности!"
"2025-12-23 08:55:03.000000";"Личный кабинет";"IOS";"Плохая связь, списывают деньги не понятно за что, сами меняют тарифы без согласования клиента "
"2025-12-22 05:54:52.000000";"Личный кабинет";"IOS";"У меня несколько вариантов: Не могу дозвониться до поддежки( ожидание от 10+ минут) Приложение тормозит и плохо грузится(даже через домашний WiFi) Трудно разобраться в навигации приложения(самые необходимые функции спрятаны в таких разделах, в которые не сразу зайдешь для их обнаружения)"
"2025-12-09 13:20:51.000000";"Личный кабинет";"IOS";"Нет возможности написать в чат поддержки, хотя на сайте на странице support указано, что чат доступен как в приложении, так и в личном кабинете, но ни там, ни там его нет"
"2025-12-05 13:59:40.000000";"Личный кабинет";"ANDROID";"Постоянное отсутствие интернета и высокая абонентская плата "
"2025-12-04 17:58:17.000000";"Личный кабинет";"IOS";"Я не могу активировать есим на новом телефоне "
"2025-12-14 03:04:41.000000";"Личный кабинет";"ANDROID";"На каком основании меня перевели на другой тариф? Вы нарушаете мои права "
"2025-12-12 06:58:18.000000";"Личный кабинет";"IOS";"Нет интернета "
"2025-12-20 13:01:22.000000";"Личный кабинет";"ANDROID";"Всё надо улучшить, нет чата с поддержкой, даже в интернете трудно найти информацию гдн он находится, деньги, которые я заплатила ещё месяц назад за смену тарифа списали, но сам тариф я так и не увидела. "
"2025-12-18 06:59:43.000000";"Личный кабинет";"IOS";"Чат поддержки надо сделать на главной странице приложения"
"2025-12-25 14:02:16.000000";"Личный кабинет";"IOS";"Приложение работает довольно медленно. Особенно в разделе деньги и часто не загружается раздел или его виджеты.   Не отображается мой мтс тэг, который я получил уже несколько недель назад, тех поддержка не может помочь."
"2025-12-25 23:06:50.000000";"Личный кабинет";"ANDROID";"Плохая навигация в прилодении, ни приложение ни сотруднике в салоне не могут быстро и адекватно помочь . Элементарно, сменила фамилию, в Т2 5 минут и все поменяли! Без проблем, без нервов! У вас же что? 5 дней какая-то там проверка, по ее результатам не пришло смс, только появидась возможность сменить владельца на владельца с новыми данными. Но мне не надо меня владельца! Мне просто надо поменять фамилию! С этим справится не можете! Уже через сбер id делаю,а вы все равно нифига не можете! Хочу ещё заметить, при замене фамилии, видимо сервис уловил данную информацию, но! Уведомление о том, что данные надо подтвердить не поступило, ни пушки , ни сообщением!  Приходишь в салоны меня данные, то они все закрыты, то стажёр бекает-мекает и в итоге ждать 5 дней! По результатам которых ничего не изменилось. Нет нормального чата с поддержкой, отвратительно. Также ужасный магазин в мой МТС, не оптимизировано, не сохраняются фильтры и т.д. не можете реализовать тут, сделайте отдельное нормальное приложение с макетом товаров."
"2025-12-12 19:06:56.000000";"Личный кабинет";"IOS";"Более понятные тарифы и более адекватные цены"
"2025-12-19 03:02:47.000000";"Личный кабинет";"ANDROID";"Не пришел перевод "
"2025-12-02 13:02:19.000000";"Личный кабинет";"IOS";"Добавить обратно обновление "
"2025-12-10 09:59:53.000000";"Личный кабинет";"IOS";"Слишком дорого и гб уходят быстро "
"2025-12-17 02:14:28.000000";"Личный кабинет";"IOS";"Не работает интернет "
"2025-12-28 16:00:40.000000";"Личный кабинет";"ANDROID";"Нету показа какие услуги ограничены и почему"
"2025-12-12 08:55:21.000000";"Личный кабинет";"ANDROID";"Интернет вообще не  работает,  а связь на троечку "
"2025-12-27 13:57:58.000000";"Личный кабинет";"IOS";"ну нихуя не работает второй день приложение"
"2025-12-22 03:02:39.000000";"Личный кабинет";"ANDROID";"Почему сгорают ГБ и минуты при обновлении, если баланс положительный???"
"2025-12-16 22:09:21.000000";"Личный кабинет";"IOS";"Подключение услуг ПЛАТНЫХ само собой"
"2025-12-18 02:00:51.000000";"Личный кабинет";"ANDROID";"Интернет безлимитный через неделю уже не работает"
"2025-12-22 21:00:05.000000";"Личный кабинет";"IOS";"Сами подключаются отключенные услуги "
"2025-12-26 08:58:21.000000";"Личный кабинет";"ANDROID";"Нет мобильного интернета "
"2025-12-08 19:59:26.000000";"Личный кабинет";"IOS";"Чтобы приложение работало без интернета, потому что когда интернет заканчивается , невозможно добавить гб без интернета , это что за бред такой ?"
"2025-12-14 16:15:22.000000";"Личный кабинет";"ANDROID";"1. Подсчет трафика интернета показывает слишком быстрый расход трафика, при значительно меньшем фактическом использовании интернета и подключенном безлимите. 2. Искусственный интеллект / автоответчик при наборе номера 0890 не дает выбора связаться с оператором / специалистом.     Вызывая вышеуказанным большие неудобства, тем самым не давая возможности пользоваться оплаченными сервисами МТС в полной мере и создавая отрицательное мнение о связи МТС и в ответах на вопросы категории ""посоветуете ли вы друзьям?"""
"2025-12-27 22:08:23.000000";"Личный кабинет";"ANDROID";"Каждое обновление, как новый экзамен для пользовотеля. ИИ помошник вообще ни о чём, живые люди понятливее. Куча не нужных опций нужно прослушать, чтоб проблему свою решить, а это уйма внимания и времени! Цены всё время только вверх. Улучшить что? Сделать максимальную лояльность к честным абонентам. Не гнаться вам только за прибылью, а о людях думать ))"
"2025-12-25 10:58:20.000000";"Личный кабинет";"ANDROID";"Когда переведут этот номер на другой, сегодня обещали"
"2025-12-30 17:00:43.000000";"Личный кабинет";"ANDROID";"Снизить цену на роутер и приставку. Когда заключал договор было по 100 рублей. Поменял тариф стало 135 рублей. Что оборудование стало новее? "
"2025-12-03 04:44:28.000000";"Личный кабинет";"ANDROID";"Всё улучшить "
"2025-12-10 17:12:31.000000";"Личный кабинет";"ANDROID";"Большая комиссия"
"2025-12-04 04:59:38.000000";"Личный кабинет";"ANDROID";"Живых людей операторов обратно верните, Я уже сама перевела sim-карты из МТС и всех родственников скоро переведу, безобразное обслуживание  дозвониться невозможно робот ничего не соображает и не может решить ни один вопрос! С таким отношением клиентам вы останетесь без клиентов!"
"2025-12-02 03:04:55.000000";"Личный кабинет";"IOS";"Вобще не работает связь До меня не могут дозвониться "
"2025-12-24 10:57:28.000000";"Личный кабинет";"ANDROID";"Интернета нет 2 месяца, связь плохая"
"2025-12-12 08:56:05.000000";"Личный кабинет";"ANDROID";"Уже почти четыре месяца вы требуете подтверждение личных данных. Я уже десятки раз это делал разными способами, и в офисе тоже. Никакого толка. Достали уже"
"2025-12-06 11:58:11.000000";"Личный кабинет";"ANDROID";"Нет возможности настроить текущий тариф, добавить минут и интернет, хотя денег на счёте достаточно "
"2025-12-12 07:01:49.000000";"Личный кабинет";"IOS";"Начать работать "
"2025-12-20 14:01:32.000000";"Личный кабинет";"IOS";"Часто отключается вай фай , почти каждый день перебои с интернетом! Я работаю удаленно и мне нужен постоянный интернет "
"2025-12-16 02:01:01.000000";"Личный кабинет";"ANDROID";"Связь говно, а интернет дерьмо. "
"2025-12-23 03:17:50.000000";"Личный кабинет";"IOS";"Где чат с поддержкой"
"2025-12-10 03:04:21.000000";"Личный кабинет";"ANDROID";"Вы конченная компания, как я пополню баланс без интернета, овощи бл, на ютубе ждите, уничтожу ваш рейтинг. Из-за 7 рублей уехать не смог."
"2025-12-03 14:00:35.000000";"Личный кабинет";"ANDROID";"Всё из вышеперечисленного "
"2025-12-19 12:01:32.000000";"Личный кабинет";"ANDROID";"You count my minutes pack when I call inside my MTS unfortunately"
"2025-12-02 01:06:31.000000";"Личный кабинет";"ANDROID";"Верните живое общение с человеком голосом(колцентр) ваш робот тупой, а до операторов еще надо достучаться через тупого робота"
"2025-12-21 15:02:03.000000";"Личный кабинет";"ANDROID";"Мобильный интернет плохо работает, но дорогой. ИИ в чате - тупой, помощи не оказывает. Оператора не дождёшься. Подключить или оиютключить какие то семейные функции на нескольких номерах в одном приложении невозможно стало, а раньше норм работало. И ещё много плохого, время жаль тратить."
"2025-12-19 03:06:42.000000";"Личный кабинет";"ANDROID";"Интернет плохой, связаться с поддержкой долго и не удобно, приложение тормозит"
"2025-12-17 23:05:00.000000";"Личный кабинет";"ANDROID";"Вообще плохое качество интернета стало . на 2 ку. 😱"
"2025-12-30 16:58:26.000000";"Личный кабинет";"ANDROID";"Данные о переводах недоступны"
"2025-12-13 06:54:22.000000";"Личный кабинет";"ANDROID";"Почему в данное время я не могу пользоваться интернетом потому что его нет, но его не оставляют на следующий месяц, ведь я за него заплатила, значит он мой. Переносите на следующий месяц, время звонков тоже списывается. "
"2025-12-05 09:52:06.000000";"Личный кабинет";"ANDROID";"Всё сразу "
"2025-12-27 10:02:36.000000";"Личный кабинет";"ANDROID";"Связи и интернета нет практически совсем. Плачу 509 рублей в месяц за навязанный мне компанией МТС тариф. А услугами связи такими как интернет не имею возможности пользоваться, так как его просто нет. Техническая поддержка уже 2дня не может решить проблему с отсутствием интернета. В чате говорят что ограничения введены в регионе, хотя власти области ни о каких ограничениях не пишут и не говорят. Очень недоволен компанией МТС. рассматриваю вопрос об уходе к другому оператору мобильной связи."
"2025-12-05 14:10:00.000000";"Личный кабинет";"ANDROID";"Не нравится когда компания держит клиентов за лохов"
"2025-12-09 01:01:45.000000";"Личный кабинет";"ANDROID";"Хреновая связь и плохой интернет"
"2025-12-21 10:00:59.000000";"Личный кабинет";"ANDROID";"Можно перестать воровать деньги клиентов, установить не завышенные тарифы, перестать подключать втихушку платные услуги, реагировать, когда поступают жалобы на качество сигнала, нанять квалифицированных сотрудников в поддержку и не препятствовать переносу номеров к другим операторам. Но, как говорит директор Ваза, а зачем? Пипл же хавает. Не стоит удивляться, что клиенты бегут.  "
"2025-12-14 11:03:57.000000";"Личный кабинет";"IOS";"Заебали интернет ограничивать на несколько дней. СМС о том что угроза бпла закончилась прошло 6ч назад. А интернет так и не вернули"
"2025-12-19 15:58:04.000000";"Личный кабинет";"IOS";"Все вышеперечисленное"
"2025-12-13 09:53:01.000000";"Личный кабинет";"ANDROID";"Неудобные тарифы, частая смена тарифов. "
"2025-12-02 05:57:27.000000";"Личный кабинет";"ANDROID";"Почему в мтс супер всего 50 гб хотя, это безлимит, так еще и теперь после 50гб не дается замедленный интернет где РАБОТАЛИ приложения с ЗАМЕДЛЕННЫМ ИНТЕРНЕТОМ, почему эту функцию убрали? Еще и повысили оплату 🤦‍♀️ "
"2025-12-19 03:51:28.000000";"Личный кабинет";"IOS";"Мобильного интернета нет вообще, ща что я плачу?"
"2025-12-26 17:08:16.000000";"Личный кабинет";"ANDROID";"МТС стал самым худшим оператором связи и это факт! До оператора не дозвониться а если добрался каким-то путём то операторы относятся к тебе не компетентно! Грубят пытаються тебе навялить свои предложения касающихся только сугубо личных проблем всем известно что оператор давно сам в долгах и этим хочет навялить практически принудительно подключается вас к платным услугам  различными путями! Каждый оператор на один вопрос и решение проблемы  отвечает по разному хотя компания впринципе одна и та же соединить со специалистами выше рангом и мудрее не кто не может старых пользователей загоняют в долги чем больше пользуешься этой говно связью тем дороже с каждым разом тебе обходиться интернет говно связь говно и сам хозяин МТС вместе с подопечными стал Г... О переходите люди к другому оператору и не пожалеете ни в чем пусть останутся одни в своих долгах и грехах всё стало Гавно одним словом"
"2025-12-28 02:58:57.000000";"Личный кабинет";"ANDROID";"Все выше перечисленное "
"2025-12-10 22:07:24.000000";"Личный кабинет";"ANDROID";"Не работает связь! Не могу поэтому дозвонится до поддержки. Это номер ребенка. Ребенок не может до меня дозвонится, я не могу дозвонится до ребенка. Я разочарована. Очень жалею, что перенесла оба номера на МТС. Жду выходных, чтобы перенести номер на любую другую связь, где как минимум можно получить техническую поддержку.  Желаю вам, господа, такой же связи. И всего остального тоже."
"2025-12-26 18:57:03.000000";"Личный кабинет";"IOS";"Все: связь, инетергет, СЕРВИС !!!"
"2025-12-05 04:59:12.000000";"Личный кабинет";"ANDROID";"Все плохо"
"2025-11-27 14:15:35.000000";"Личный кабинет";"ANDROID";"Интернет плохой в квартире работает только ""Е"" если возле окна лежит телефон то работает 4g. Приложение не удобное в пользовании всего много и не поймешь где че искать. Хочу посмотреть расходы по интернету чтобы не пропустить когда трафик закончится но прилож не ние с запозданием работает и ВУАЛЯ!!!! Не успел и 300р списали за интернет. Тоже самое касается расхододом по звонкам. Да и в общем и связь не очень , часто меня не слышат или я не слышу. И дело не в ТЕЛЕФОНЕ!!."
"2025-11-24 12:56:46.000000";"Личный кабинет";"ANDROID";"Прежде всего стоит улучшить отношение к абоненту. В противном случае некогда компания-лидер напрочь утрачивает клиентоориентированность. Затем отток и спад. Кому нужна эта экосистема?!"
"2025-11-28 16:57:06.000000";"Личный кабинет";"ANDROID";"интернет почините прошу "
"2025-11-26 19:01:20.000000";"Личный кабинет";"IOS";"Во 2 вопросе хотелось бы выбор больше одного варианта!"
"2025-11-29 21:04:18.000000";"Личный кабинет";"IOS";"Мне тяжело говорить, поэтому хотелось бы что бы чат работал быстрее"
"2025-11-26 19:00:58.000000";"Личный кабинет";"ANDROID";"У вас всё г-но буду уходить от вашей компании "
"2025-11-29 13:00:53.000000";"Личный кабинет";"IOS";"Нет возможности написать жалобу/предложение! Пишу сюда) вот скажите, зачем ваш бот при недозвоне отвечает ""алло?""!?!? Я звоню маме!!! Я знаю, что мне должен ответить не мужик! У нее тоже мой номер сохранен, и вы по идее должны это видеть! Зачем проверять меня на мошенника!?!?!? Бесит!"
"2025-11-24 22:00:12.000000";"Личный кабинет";"ANDROID";"За что я плачу если нету интернета?"
"2025-11-30 16:15:45.000000";"Личный кабинет";"IOS";"Оператор [ИМЯ] , не умеет разговаривать с клиентами , постоянно перебивает , ведет себя не корректно , грубит "
"2025-11-27 04:47:32.000000";"Личный кабинет";"ANDROID";"Интернет плохое, постоянно глушат"
"2025-11-30 15:59:45.000000";"Личный кабинет";"ANDROID";"Все ваше приложение гавно и все гавно. Твари конченые вы!!! "
"2025-11-27 20:00:14.000000";"Личный кабинет";"ANDROID";"Интернет не работает от слова совсем и очень дорогой"
"2025-11-24 17:04:10.000000";"Личный кабинет";"ANDROID";"Все вышеперечисленное. Интернет не работает Связь не работает. Ещё и цену на тариф поднимают. Деньги списывают на ровном месте без оказания услуг. Вся информация недостоверна. Кроме того что не дозвониться до контактного центра еще и не хотят решить вопрос. Врут все и в контактном центре и в салоне связи. Отношение предвзятое. МТС самый худший оператор. Хуже не придумать"
"2025-11-27 10:16:17.000000";"Личный кабинет";"IOS";"даже тут нет выбора нескольких ответов -  не понимаю за что происходят списания, не нативный поиск. в приложении , ужасная поддержка "
"2025-11-26 07:00:48.000000";"Личный кабинет";"ANDROID";"Отвратительная работа, домашнего интернета, за месяц полностью отключался 3 раза, поддержка решить ничего не может, могут только мастера вызвать  хотя выясняется что проблемы  не на моем оборудовании а на оборудовании МТС, в результате интернет отсутствует очень долго, так как мастер по записи приходит через 2-3 дня...за месяц использования вашего домашнего интернета только отрицательные эмоции, он или работает медленно или не работает вообще, до этого был подключен к зелёной точке с которой вы по сути принудительно вынудили переаодключиться на МТС, с зелёной точкой проблем не было совсем все работало отлично, как только произошло переключение на МТС начались проблемы, и они как были так и остаются ничего не делается для нормализации работы, для себя сделал вывод скорее всего буду уходить на другого провайдера"
"2025-11-25 17:03:31.000000";"Личный кабинет";"IOS";"Минуты и гигабайты не плюсуются, когда пакеты обновляются"
"2025-11-24 15:00:51.000000";"Личный кабинет";"ANDROID";"В приложении запустил смену хозяина сим-карты . Почти месяц обрабатывают заявку. Конца не видео"
"2025-11-30 20:39:48.000000";"Личный кабинет";"ANDROID";"списали 900р, тариф не подключили..."
"2025-11-29 14:00:01.000000";"Личный кабинет";"ANDROID";"Нет интернета по прописке и плохая связь а оплата очень дорогая а связь плохая и интернета нет почти но платёж 775 рублей за такие услуги . я считаю издевательство над своими клиентами"
"2025-11-26 16:59:34.000000";"Личный кабинет";"ANDROID";"Сделать оплату абонентской платы без комисии"
"2025-11-24 22:02:34.000000";"Личный кабинет";"ANDROID";"Не соответствие между отображением в приложении, роботом и оператором. Печально когда ложь становится правдой под словом:не корректно"
"2026-02-01 22:04:11.000000";"Личный кабинет";"IOS";"Давайте будем честными! Все эти пункты которые есть я бы отметил, но к сожалению нет такой возможности из всех пунктов на выбор дают один вариант, не честно!  Дорого очень дорого! С учетом как работает интернет и мобильная связь постоянно пропадает из за локации где я нахожусь. Я плачу в общей сложности 1100 рублей в месяц но не получаю качественные услуги предлагаемые компанией МТС. В одном шаге сменить мобильного оператора. Держит только надежда что в моменте все изменится цена упадет и качество работы компании МТС  изменится в лучшую сторону!благодарю за внимание успехов и процветания Вам и Вашим друзьям!!"
"2026-02-08 08:56:33.000000";"Личный кабинет";"ANDROID";"Не загружается статистика трафика. Уже и переустанавливала мобильное приложение, не помогает, вместо статистики выходит прогноз списаний"
"2026-02-08 16:01:25.000000";"Личный кабинет";"ANDROID";"Почему списывают деньги в  бесплатной подписке премиум ??? Списали за Кион 199 руб???"
"2026-02-09 07:58:36.000000";"Личный кабинет";"IOS";"Часто отсутствует интернет, хотя рядом у людей МТС и интернет работает. В поддержке некорректно отвечают и крайне редко помогают решить вопрос."
"2026-02-01 12:02:37.000000";"Личный кабинет";"ANDROID";"Муж подключил телевидение в МТС за 550 рублей в месяц, включая расходы за сотовую связь. Пояснили, что может пригласить жену в группу для близких по ссылке. Ссылку мне отправляет через смс, я по ней перехожу в свой свой личный кабинет МТС, но там нет данной опции. Принять приглашение не могу. Так вопрос и не решился. "
"2026-02-10 10:01:14.000000";"Личный кабинет";"ANDROID";"Еслиб можно было бы отметить  несколько вариантов, я бы отметил все. "
"2026-02-09 01:00:04.000000";"Личный кабинет";"ANDROID";"Невозможно отключить услугу МТС "
"2026-02-08 11:00:03.000000";"Личный кабинет";"ANDROID";"Нечего увас нельзя улычит "
"2026-02-05 07:55:31.000000";"Личный кабинет";"ANDROID";"Половина приложения не работает "
"2026-02-06 23:57:46.000000";"Личный кабинет";"ANDROID";"Списывают деньги"
"2026-02-01 09:53:26.000000";"Личный кабинет";"IOS";"Обман клиентов!"
"2026-02-07 16:00:29.000000";"Личный кабинет";"ANDROID";"Плохой мобильный интернет в городе. Где-то могу зайти в нужные мне приложения где-то нет."
"2026-02-10 02:00:29.000000";"Личный кабинет";"ANDROID";"Интернет ужасный и поддержки в чате нет"
"2026-02-07 09:59:12.000000";"Личный кабинет";"ANDROID";"Плохо всё "
"2026-02-03 13:10:31.000000";"Личный кабинет";"IOS";"удалился номер из аккаунта"
"2026-02-02 22:59:09.000000";"Личный кабинет";"ANDROID";"Мой номер заблокировали, скотины. Поэтому ставлю вам 0"
"2026-02-07 16:01:14.000000";"Личный кабинет";"ANDROID";"Не работают исходящие звонки. Связь и интернет плохо работает. В поддержке не помогают, только создают и закрывают претензии, а проблема не решается. В офисе тоже ни чем не помогают"
"2026-02-01 17:59:44.000000";"Личный кабинет";"ANDROID";"Бесполезное приложение, МТС премиум самостоятельно не отключить. "
"2026-02-05 19:00:29.000000";"Личный кабинет";"ANDROID";"Интернета нет вообще."
"2026-02-07 09:58:31.000000";"Личный кабинет";"ANDROID";"Можете улучшить добавление минут этого было бы достаточно "
"2026-02-10 19:01:40.000000";"Личный кабинет";"IOS";"Все можно улучшить, и мой тариф сильно дорогой стал, думаю об уходе к другому оператору"
"2026-02-06 14:00:21.000000";"Личный кабинет";"ANDROID";"Не везде ловит связь ( ХМАО, итд) "
"2026-02-01 06:53:05.000000";"Личный кабинет";"ANDROID";"Всё хорошо, только смс при переводах платные"
"2026-02-08 19:04:24.000000";"Личный кабинет";"ANDROID";"Продолжительное время действовала персональная скидка,но сегодня оператор отказала в продлении.(Продлевалась каждые 3 месяца)Якобы изменилась политика компании.Что это за политика,уменьшить количество абонентов."
"2026-02-01 12:00:29.000000";"Личный кабинет";"ANDROID";"Практически ничего не открывается через интернет, Сбербанк,приложение пятерочки почти все сайты и многое другое,связь дорогая,а толку мало,у йоты почти всё работает через мобильный интернет,подумываю сменить оператора!"
"2026-02-02 13:00:26.000000";"Личный кабинет";"IOS";"Я пытаюсь стать абонентом МТС, купить сим-карту. Приложение глючит, операторы ничего не могут толком пояснить. Просто ужас какой-то. Отвратительная поддержка клиентов"
"2026-02-03 10:57:23.000000";"Личный кабинет";"ANDROID";"Много рекламы. Интерфейс не интуитивный. Трудно найти то что нужно. Трудно отключать ненужные подписки. Навязывание подписок. Цены вы подняли "
"2026-02-06 19:08:58.000000";"Личный кабинет";"ANDROID";"Плохое обращение оператора, не работает интернет, "
"2026-02-05 19:14:08.000000";"Личный кабинет";"ANDROID";"Нет тарифа для пенсионеров с минимальным тарифом 50 мин. 20 смс"
"2026-02-11 10:02:40.000000";"Личный кабинет";"IOS";"Нет нормально интернета, нет нормальной связи, поддержка это Игнорщики "
"2026-02-09 12:55:27.000000";"Личный кабинет";"IOS";"До поддержки долго не дозвонишься, плохо работает интернет , вай фай , телевидение , постоянные сбои "
"2026-02-05 23:01:59.000000";"Личный кабинет";"ANDROID";"Добавить чат в приложение "
"2026-02-01 08:54:52.000000";"Личный кабинет";"ANDROID";"Нет интернета три недели"
"2026-02-05 23:04:16.000000";"Личный кабинет";"ANDROID";"Увеличилась стоимость домашнего интернета без предупреждения. Это у вас спецпредложение для пользователей, кто давно пользуется услугами компании - Получи интернет на 30% дороже текущей рыночной цены? (Сарказм). Буду жаловаться в роспотребнадзор."
"2026-02-06 11:58:38.000000";"Личный кабинет";"IOS";"Не обновляется информация,звонки LTE. Не понятно почему"
"2026-02-11 07:50:42.000000";"Личный кабинет";"ANDROID";"Тарифы снизить"
"2026-02-01 22:02:42.000000";"Личный кабинет";"IOS";"Все работает отвратительно и неинтуитивно. Зачем делать объединения разных номер, а не добавлять их просто разными аккаунтами?! В разделе тарифа ничего не работает и приходится каждый раз общаться в чат, где живет самый глупый бот из всех, с кем я имел дело"
"2026-02-10 10:00:17.000000";"Личный кабинет";"ANDROID";"Поддержка молчит, скорость интернета не изменяет, половина сервисов не работает. "
"2026-01-25 03:47:51.000000";"Личный кабинет";"ANDROID";"Интернет вернуть безлимитный "
"2026-01-16 13:03:54.000000";"Личный кабинет";"ANDROID";"Связь плохая, интернет часто тормозит или не работает, само приложение плохо грузиться, абонентскую плату списывают по полной программе, а предоставляемые услуги далеко не соответствуют. Сами пишите в приложении что плохое покрытие, т.е  признаете, что связь и интернет работают отвратительно, но при этом продолжаете списывать деньги в полном объёме не делая никаких перерасчетов за свои же недоработки! "
"2026-01-28 21:07:05.000000";"Личный кабинет";"IOS";"Интернет дай бог бывает раз в год "
"2026-01-18 10:12:54.000000";"Личный кабинет";"ANDROID";"Можно выделить почти все предложенные пункты"
"2026-01-19 01:59:55.000000";"Личный кабинет";"IOS";"Понизить цену на тариф"
"2026-01-06 02:03:23.000000";"Личный кабинет";"IOS";"10 галочек можно поставить а дается 1)) это приложение бесполезное и издевательство над клиентами. Когда нет интернета предлагает диагностику интернета и пишет нет интернета. Поддержка не отвечает на вопросы  Цены дичайшие за услуги  "
"2026-01-10 04:35:56.000000";"Личный кабинет";"ANDROID";"Приложение глючит всегда "
"2026-01-27 06:10:18.000000";"Личный кабинет";"ANDROID";"Улучшить навигацию в приложении убрать рекламу"
"2026-01-22 18:58:23.000000";"Личный кабинет";"IOS";"Дешевле сделать "
"2026-01-25 01:01:29.000000";"Личный кабинет";"ANDROID";"Тут почти все пункты актуальны.  И не понятно куда деньги уходят и стоимость тарифа не ясна и навигация капец какая не удобная"
"2026-01-07 03:00:34.000000";"Личный кабинет";"ANDROID";"Когда,у других провайдеров интернет ""летает"", интернет МТС,как всегда ""тупит""."
"2026-01-04 15:55:55.000000";"Личный кабинет";"ANDROID";"Проблемы с модемом"
"2026-01-22 03:06:15.000000";"Личный кабинет";"ANDROID";"Не отключаются услуги"
"2026-01-21 17:01:56.000000";"Личный кабинет";"ANDROID";"Не могу понять как оплачивать лимитом где только не смотрела нет ответа "
"2026-01-25 02:05:30.000000";"Личный кабинет";"ANDROID";"Не ясно почему списали абонентскую 21 рубль за день а когда положил на счёт всю сумму за месяц, списали сразу за весь месяц а куда тогда делся 21 рубль тогда что это подарок мтсу или штраф мне или  срок  оплаты сместился на день как это понимать?"
