id;date;product;platform;text;topic
781;2025-07-29;Маркетплейс;WEB;Нет мобильного приложения. Выбор товаров ограничен.;0
782;2025-07-30;Маркетплейс;WEB;Нет бесплатной доставки до сетевых магазинов;0
783;2025-06-01;Маркетплейс;WEB;Нет предлагаемых товаров в магазинах. На весь огромный город нет. И доставка в таких случаях платная, что очень необычно для такой крупной сети. Подключился к Мтс-премиум, но эти бонусы мне тратить некуда. Выдача заказов в магазинах максимально усложнена. Может быть свободный работник, но он занят тем, что приветствует входящих и говорит - идите в эту очередь. При этом выдача заказа дело на 1.5 минуты, это не оформление договора. Был три раза в магазинах Мтс. Все три раза сотрудницы сидели с грустными выражениями лиц. Проще всего это описать так - противозачаточное выражение лица. Буду отключаться от Мтс-премиум, так как это бесполезно, ещё и абонентская плата за эту радость неадекватная получаемым плюсам (для меня). Вынужден всем говорить, что никому это не советую. Однако, думал, что всё будет наоборот.;4
784;2025-06-02;Маркетплейс;WEB;Компания в общем не очень стала в последнее время;0
785;2025-06-02;Маркетплейс;WEB;Инвалиду приходится платить курьерк;0
786;2025-06-03;Маркетплейс;WEB;Приехал за подтвержденным заказом, а товара не было. Зачем делаете подтверждение? Потерял много времени. Обидно!!!;2
787;2025-06-03;Маркетплейс;WEB;Описание, характеристики.;0
788;2025-06-05;Маркетплейс;WEB;Купили ребёнка часы. Aimoto. Пряжка на ремешке давит руку. Заехали сегодня в салон, в Мега Химки. . Хотели поменять ремешок. Нам сказали, что ремешков в продаже нет, а часы на возрат-обмен не принимают.;2
789;2025-06-08;Маркетплейс;WEB;Не смог найти Калининград;0
790;2025-06-10;Маркетплейс;WEB;Недостаточное количество фильтров. Ошибки в описании товара. Пример, в описании указан один процессор, а в характеристиках другой.;3
791;2025-06-10;Маркетплейс;WEB;дата получения заказа 10.06 , магазин уже закрылся , а доставка не пришла;-1
792;2025-06-11;Маркетплейс;WEB;Нет возможности заказать нужный смартфон в удобный для получения магазин. предлагает забрать только в одном магазине и сейчас. Я готова подождать, чтобы привезли смартфон через несколько дней в нужный мне магазин, но так оформить не дает;-1
793;2025-06-14;Маркетплейс;WEB;Не известно товар последний или с витрины, заказываешь и получаешь кота в мешке;1
794;2025-06-15;Маркетплейс;WEB;Дорогая ежедневная оплата;0
795;2025-06-17;Маркетплейс;WEB;нет телефона нужного цвета;0
796;2025-06-19;Маркетплейс;WEB;малый ассортимент, пости всех товаров нет в наличии;0
797;2025-06-20;Маркетплейс;WEB;Очень мало товара в наличии в салонах;0
798;2025-06-20;Маркетплейс;WEB;Неудобно, что каждая позиция представлена во всех размерах как отдельный товар. Мне было бы удобнее зайти в карточку товара и там уже выбрать размер.;1
799;2025-06-21;Маркетплейс;WEB;фильтрация тихий ужас;0
800;2025-06-21;Маркетплейс;WEB;Не понятно образование цен... Реклама на главной странице 40% скидки на смартфоны, по итогу дороже на 30% чем в нормальных магазинах продающих телефоны... Скидки воображаемые...;6
801;2025-06-22;Маркетплейс;WEB;Нет доставки курьером в Пушкин;0
802;2025-06-24;Маркетплейс;WEB;Не работает сайт вообще, написано что можно в рассрочку, выдает оплату только картой... позор...;5
803;2025-06-25;Маркетплейс;WEB;Чё пристали ! не могу дальше делать выбор в вашем магазине, невозможно отвязаться от этого дурацкого опроса !;1
804;2025-06-26;Маркетплейс;WEB;Некоторые товары только с доставкой, которая дороговата и неудобна.;0
805;2025-06-27;Маркетплейс;WEB;Маленький ассортимент и много нет в наличии;0
806;2025-06-28;Маркетплейс;WEB;… купил телефон, а он НЕ РАБОТАЕТ … 10 рабочих дней для того , чтобы устранить проблему … с 17 июня по 30 июня будут решать проблему … ИТОГ : телефона НЕТ , денег НЕТ !!! Сайт не работает , чтобы узнать СТАТУС проблемы … ужас , а не сервис …;2
807;2025-06-28;Маркетплейс;WEB;нет не чего;0
808;2025-06-28;Маркетплейс;WEB;Отвратительная репутация магазина и отношение к клиентам;0
809;2025-06-29;Маркетплейс;WEB;Регулярно вводящая в заблуждение реклама и недостоверная информация по акциям.;0
810;2025-06-29;Маркетплейс;WEB;Одно сплошное вранье!!!!!! Как и вся ваша контора;1
811;2025-06-30;Маркетплейс;WEB;Карточки товара плохо заполнены (характеристики устройств). Цены не очень выгодные на многие лоты, по сравнению с другими магазинами в нашем городе. Дизайн хороший, но с технической точки зрения - провал, нет нужных фильтров в поиске. У ДНС или Яндекс.Маркета фильтры лучше, проще отсеять то, что не нужно.;3
812;2025-06-01;Маркетплейс;WEB;ДОРОГО;0
813;2025-06-01;Маркетплейс;WEB;Нет доставки в мой город;0
814;2025-06-02;Маркетплейс;WEB;Нет моего города, хотя мтс у нас есть и не один;0
815;2025-06-03;Маркетплейс;WEB;продажа контрафакта;0
816;2025-06-03;Маркетплейс;WEB;Маленький ассортимент;0
817;2025-06-04;Маркетплейс;WEB;Проблемы с возвратом;0
818;2025-06-04;Маркетплейс;WEB;В салоне отказываются выдавать заказанный товар;0
819;2025-06-08;Маркетплейс;WEB;Выбрасывает из магазина и сбрасывает параметры поиска интерисующего товара. Показывается товар гтсутствующий в продаже.;1
820;2025-06-08;Маркетплейс;WEB;нет конкретной инфы,непонятно как получить промокод и т.д;0
821;2025-06-10;Маркетплейс;WEB;Нет моего города;0
822;2025-06-10;Маркетплейс;WEB;Нет бишкека!!!!!;0
823;2025-06-11;Маркетплейс;WEB;На странице рада товаров (например Айфон 16 256 гб, айфон 15 256 гб) указано, что можно оплатить с помощью яндекс сплит, но при оплате этого сделать нельзя;-1
824;2025-06-13;Маркетплейс;WEB;Положил товар в корзину. Начал оформлять покупку. Отвлекся на несколько минут- товар из корзины исчез и больше его нет в каталоге.;1
825;2025-06-17;Маркетплейс;WEB;предлагаете кешбек бонусами, а из бонусной программы меня исключили, хотя продолжали начислять бонуссы, за свои косяки... вощем безобразие. можно и дешевле найти, и выгоднее;-1
826;2025-06-17;Маркетплейс;WEB;Создаются мошенническим путем заявки на чужие номера;0
827;2025-06-18;Маркетплейс;WEB;сложно выкупить подтверждённый заказ;0
828;2025-06-19;Маркетплейс;WEB;Служба поддержки отсутствует;0
829;2025-06-20;Маркетплейс;WEB;Мало товара из бытовых для приобретения;0
830;2025-06-21;Маркетплейс;WEB;Оператор МТС не смогла дать развёрнутый ответ по поводу получения карты МТС Деньги Достоверно известно, что её можно получить при покупке sim карты.;-1
831;2025-06-21;Маркетплейс;WEB;Не все товары в наличии;0
832;2025-06-21;Маркетплейс;WEB;Цены...;0
833;2025-06-22;Маркетплейс;WEB;невозможно оформить доставку заказа на нужный адрес или самовывоз из бесчисленного количества пвз;0
834;2025-06-23;Маркетплейс;WEB;Товар пришел в коробке со следами вскрытия, поддержка ответила, что перед отправкой осуществляется проверка товара на работоспособность. При оформлении покупки подобные уведомления отсутствовали. Есть сомнения, что товар б/у, или с полки, или халатность персонала.;2
835;2025-06-24;Маркетплейс;WEB;нет вкладки где можно проверить сразу же наличие в магазине, без перехода в корзину, чтоб сразу узнать могу ли я забрать уже завтра или мне доставят товар только через какое-то время;1
836;2025-06-27;Маркетплейс;WEB;Платный самовывоз;0
837;2025-06-30;Маркетплейс;WEB;Большая часть заказов отменена из-за отсутствия товара в пункте выдачи или неудовлетворительного его состояния!;-1
838;2025-06-30;Маркетплейс;WEB;Платный самовывоз. За вход в магазин еще введите плату.;0
839;2025-09-30;Маркетплейс;WEB;Понадобились умные лампочи. 5 штук. Офоромить заказ можно только как юрлицо, а обычным плебеям больше 2 нельзя покупать. Бред.;5
840;2025-09-30;Маркетплейс;WEB;Отмены заказов;0
841;2025-09-02;Маркетплейс;WEB;когда открыто несколько окон для разных моделей телефонов, невозможно из каждого окна положить модель в сравнение, чтобы во втором окне оно уже там было. НикПолучаетсявавапчто;-1
842;2025-09-06;Маркетплейс;WEB;Все пункты;0
843;2025-09-06;Маркетплейс;WEB;Плохо работает интернет,не качественный ремонт телефона,Айфона.;0
844;2025-09-08;Маркетплейс;WEB;Нахожусь в Крыму;0
845;2025-09-09;Маркетплейс;WEB;Как правило товара в точке выдачи нет или он не удовлетворительного качества. Заявленные скидки редко подтверждаются фактически. Каждая моя покупка в МТСшоп - это всегда очень много потраченного времени и нервов!!!;4
846;2025-09-09;Маркетплейс;WEB;невозможно вернуть деньги за неисправный товар;0
847;2025-09-12;Маркетплейс;WEB;Не получилось оформить сим-карту. Вышла ошибка «что-то пошло не так»;-1
848;2025-09-12;Маркетплейс;WEB;Платный самовывоз?;0
849;2025-09-13;Маркетплейс;WEB;Оформлен заказ через интернет магазин, пришло смс о том, что заказ готов к выдаче, но в точке продаж его не оказалось. Теперь срок решения вопроса 3 дня, это жесть. Хотя товар есть в наличии в магазине и думаю можно его быстро собрать и отдать, но нет ждите 3 дня;2
850;2025-09-15;Маркетплейс;WEB;Пока ничего не заказывал думаю ещё;0
851;2025-09-15;Маркетплейс;WEB;Не выгодные комплекты в предтожениях;0
852;2025-09-16;Маркетплейс;WEB;нет кнопки по наличию. сидишь помойку листаешь то предзаказ то старье как гавно маманта нет в продаже;1
853;2025-09-18;Маркетплейс;WEB;Введение в заблуждение. Написано, что рассрочка от 4166, но по факту такой не существует.;5
854;2025-09-21;Маркетплейс;WEB;Фильтр поиска выдаёт неправильный результат. Врёт всё время.;1
855;2025-09-21;Маркетплейс;WEB;Первый раз воспользовался, не понравилось. Оформил 11 числа, должен был забрать самовывозом 15 числа. Мало того что доставка 600 рублей за самовывоз, так еще 2 дня отдать не могли из за чего то непонятного.;2
856;2025-09-22;Маркетплейс;WEB;не могу уточнить срок доставки, робот не понимает;0
857;2025-09-22;Маркетплейс;WEB;не смог оплатить сплитом;0
858;2025-09-23;Маркетплейс;WEB;как сделать отбор телефонов только новых ? постоянно приходиться просматривать среди б.у., отличное состояние и как новый. требую больше уважения к клиенту...;1
859;2025-09-24;Маркетплейс;WEB;Не указано что входит в тариф;0
860;2025-09-26;Маркетплейс;WEB;Заказанный мною товар (продлен был мною срок хранения) не оказался в указанном магазине мтс(единственный экз-р) , при прибытии в магазин- сотрудник сообщил мне ,что товара нет, т.к. типа у него брак и они его отправили в опечатанном виде под пломбами обратно. На мою просьбу обьяснить, что случилось с ними, мне внятно не смогли даже обьяснить: ни в чем брак , ни почему со мной не связались на эту тему. Я специально за этим товаром приехала на другой конец города , а мне отказали в выдаче товара, ссылаясь на его отсутствие. И даже после того как я покинула магазин , мой заказ все еще висел в личном кабинете , как ожидающий получения. И отметился, после завершения рабочего дня , как наполненный. Я крайне не довольна работой Мтс shop. Есть ощущение, что данный товар ушел по своим рукам внутри самого магазина, т.к. цена была слишком заманчива! Требую объяснений.;4
861;2025-09-27;Маркетплейс;WEB;Пытаться что-то заказать — это как варка пельменей в электрочайнике, теоретически можно, а на практике тот ещё квест. Прка три раза, вот , заказывали кнопочные телефоны 🤪 Первый у них не включился, заказ отменили. Ещё два просто не нашлись, заказы тоже отменились. Кэшбек, кстати, сразу менеджер возвращает и звонок быстро происходит. Так что пока все при своих — телефоны в недрах МТС, а кэшбек снова на аккаунте;4
862;2025-09-27;Маркетплейс;WEB;Навязывание услуг связи с товаром. Не конкурентные цены.;-1
863;2025-09-28;Маркетплейс;WEB;Всё бесполезно один хрен отказывают;0
864;2025-09-29;Маркетплейс;WEB;Уровень качества продаваемых товаров . Продажа товаров apple бракованое;0
865;2025-09-01;Маркетплейс;WEB;делал заказ,проплатил, отказали, сказали повторить, повторил, проплатил, отказали, ксазали проблемы на складе, повторите заказ, в итоге товар подорожал на 10 тысяч, купил;2
866;2025-09-01;Маркетплейс;WEB;Очень дорогие тарифы на мобильную связь;0
867;2025-09-29;Маркетплейс;WEB;Отсутствует параметр найти товар по наличию в магазине. Приходится все перебирать.;1
868;2025-09-01;Маркетплейс;WEB;Нет в личном кабинете отдельной кнопки по типу: мои заказы. Ну или история покупок или возвратов. А также обидно, сделав заказ, оплатив его часть кешбеком, приходит сообщение что заказ принят, потом заказ собран, смс потом что можно забрать, а по факту придя в салон, заказ оказывается не в рабочем состоянии или вообще отсутствует!!! А на парковку деньги потратил, на бензин, на дорогу время, и в пустую;-1
869;2025-09-01;Маркетплейс;WEB;неудобные фильтры для поиска товара и цены где-то на 25% дороже других продавцов;-1
870;2025-09-05;Маркетплейс;WEB;не фильтра товар в наличии - показывают все товары даже с пометкой нет в наличии - зачем?, нельзя выбрать пункт оплаты в салоне, оплата только он-лайн на некоторые позиции, нельзя применить промокод;1
871;2025-09-05;Маркетплейс;WEB;Платный самовывоз;0
872;2025-09-06;Маркетплейс;WEB;невыполнение условия договора с вашей стороны;0
873;2025-09-08;Маркетплейс;WEB;Ещё не работал с ним;0
874;2025-09-08;Маркетплейс;WEB;Нужные товар отсутствуют, нет возможности оформить со склада (нужный товар пишет нет в наличии, ни заказ на него оформить ни чего нельзя, но через 3 дня он снова появляется и быстро пропадает);1
875;2025-09-10;Маркетплейс;WEB;Везде пишется про рассрочку 24 месяца но по факту при оформлении предлагается только на 12 и то при условии увеличения суммы заказа почти на 20%.;5
876;2025-09-10;Маркетплейс;WEB;Не готов давать доступ к госуслугам, а это требуется для условия доставки;0
877;2025-09-15;Маркетплейс;WEB;Никогда не пользовался.;0
878;2025-09-15;Маркетплейс;WEB;Навязывание допов в рассрочке;0
879;2025-09-17;Маркетплейс;WEB;Дорого;0
880;2025-09-18;Маркетплейс;WEB;Почему я не могу потратить бонусы на плату тарифа;0
881;2025-09-19;Маркетплейс;WEB;У вас регулярно выставляют на витрину бракованный товар. И это еще полбеды: сотрудники на точках НЕ ВСЕГДА отменяют вовремя такие заказы. В итоге клиент получает уведомление можно забирать, приезжает, а ему не отдают заказ (т.к. телефон в браке). Иногда попадаются ответственные сотрудники, которые заказ всё же отменяют и клиента уведомляют -- НО не всегда.;2
882;2025-09-20;Маркетплейс;WEB;методы вашей работы с клиентами;0
883;2025-09-21;Маркетплейс;WEB;впервые встречаю этот магазин;0
884;2025-09-23;Маркетплейс;WEB;Попался некачественный товар;0
885;2025-09-24;Маркетплейс;WEB;Говорят одну цену, а при покупке другая цена, и телефон перестал работать через пол года, сдал в ремонт;6
886;2025-09-24;Маркетплейс;WEB;Всё плохо, оформляешь доставку, товар не привозят, никто не звонит, просто статус висит собирается, чтобы заказ отменили нужно писать одно обращение, чтобы вернули деньги другое, разве не очевидно, что если я отменяют заказ, который вы не смогли доставить, то я хочу получить свои деньги назад!;2
887;2025-09-25;Маркетплейс;WEB;Иерархия товара отсутствует как класс: смешали отдельные продукты с категориями товара;0
888;2025-09-26;Маркетплейс;WEB;нельзя заказать множество товаров;0
889;2025-09-26;Маркетплейс;WEB;Сначала подтвердили заказ и списали деньги, потом выяснилось, что товар привезти не смогут. Товар нужно был в тотже день срочно. Потеряла время и по итогу деньги, т к пришлось покупать значительно дороже (очень дорогая доставка из другого магазина);2
890;2025-09-26;Маркетплейс;WEB;Условие расрочки не понравилось, хотел на 24 месяца, а таких условий нет;5
891;2025-09-27;Маркетплейс;WEB;Не успел на сайт зайти, предлагаете опрос. Что рекомендовать?;1
892;2025-09-27;Маркетплейс;WEB;Ухудшились условия. Стала платная доставка. Кешбек можно использовать только 50 процентов. Хотел колонку купить, и 25 % цены доставка, хоть в магазин МТС, хоть домой.;3
893;2025-09-29;Маркетплейс;WEB;Нет в фильтре поиска бесплатной доставки или самовывоза;0
