id;date;product;platform;text;topic
321;2025-08-19;Видео-платформа;ANDROID;Слишком много рекламы, очень навязчиво, стали включать рекламу даже в телеканалах поверх основной, отключить невозможно, нажимаешь пропустить, а она начинаеься заново...;0
322;2025-08-19;Видео-платформа;ANDROID;Реклама. Траффик ест много, вылетает приложение. Теперь ещё и требования постоянные подтвердить что это я. С рекламой не вирусы пускаете ?;0
323;2025-08-20;Видео-платформа;ANDROID;Фсё полная хуйня!;3
324;2025-08-21;Видео-платформа;IOS;Очень виснет приложение, долгий период вообще не работало, хотя деньги за подписку списывались;0
325;2025-08-22;Видео-платформа;ANDROID;Показываете одно и тоже;5
326;2025-08-22;Видео-платформа;ANDROID;Навязывание подписки и невозможно отключить;4
327;2025-08-23;Видео-платформа;IOS;Не грузит;6
328;2025-08-23;Видео-платформа;ANDROID;С первого по двадцатый канал зависает во время рекламы.;2
329;2025-08-24;Видео-платформа;ANDROID;Много тратится интернета;2
330;2025-08-25;Видео-платформа;IOS;вквидио;5
331;2025-08-26;Видео-платформа;IOS;Не переходит с детского во взрослы. Хочу от вас отписать! Мне зачем детский;0
332;2025-08-28;Видео-платформа;ANDROID;Много лишних меню чтобы открыть список ты каналов. Не нужное ,, чаще всего смотрите,,;0
333;2025-08-29;Видео-платформа;ANDROID;Реклама keon не своевременны, особенно когда прямой эфир, надо что-то с этим делать!;0
334;2025-08-30;Видео-платформа;IOS;Не могу посмотреть сериал «Хирург». Вчера посмотрела 3 серии, а после он просто пропал из киона. Трындец.;0
335;2025-08-31;Видео-платформа;ANDROID;Не все фильмы представлены, Большая стоимость.;7
336;2025-08-09;Видео-платформа;IOS;Слишком много расходует трафик интернета;2
337;2025-08-09;Видео-платформа;IOS;Списали за две подписки за один месяц;0
338;2025-08-11;Видео-платформа;IOS;иногда просто невозможно промотать видео двойным нажатием, сколько не нажимай ничего не мотается. через раз выходят кнопки пропуска заставки и перехода к следующей серии;0
339;2025-08-11;Видео-платформа;IOS;Часто вылетает и пишет ошибку;2
340;2025-08-13;Видео-платформа;ANDROID;Стало очень много рекламы, она мешает просмотру;2
341;2025-08-13;Видео-платформа;ANDROID;Часто не работают тв каналы;1
342;2025-08-14;Видео-платформа;ANDROID;Мало фильмов и сериалов русских. Которых хочется посмотреть. Нет сериалов исторических про Русь. Народ должен знать историю России. А несмотреть придурка Нагиева. !.!!!!!!!!;7
343;2025-08-15;Видео-платформа;IOS;Очень сложно скачать фильм на телефон, процесс занимает очень много времени, у меня скачать серию!!!!! Не получилось;0
344;2025-08-02;Видео-платформа;ANDROID;Это о приложении на телевизоре: После просмотра фильма или сериала, он почемуто остаётся в списке просмотра, с пунктом Продолжить просмотр? Нет возможности удалить фильмы из Истории просмотров, так как это реализовано в меню Смотреть позже. И вообще, просто диву даёшься, что в наш век копьютерных технологий и моря программистов, видеть недоделанное приложение с ограниченным функционалом, которым пользуются миллионы телезрителей. Просто за Державу обидно.;0
345;2025-08-02;Видео-платформа;IOS;Не всегда срабатывает отмотка назад на 15 сек;6
346;2025-08-03;Видео-платформа;ANDROID;Надо превести каналы в соответствии со своим часовым поясом! Очень неудобно смотреть по московскому времени!;0
347;2025-08-03;Видео-платформа;ANDROID;Новая реклама;2
348;2025-08-03;Видео-платформа;ANDROID;При нажатии продолжить просмотр включается с первой серии, поэтому вынуждена помнить, где остановилась. Неудобно от слова совсем;0
349;2025-08-04;Видео-платформа;ANDROID;Не работает музыка на Андроид ТВ;-1
350;2025-08-04;Видео-платформа;IOS;много блюра. Того же пива, но при этом на том же рутубе когда смотрю тот же фильм там нету никакого блюра на пол экрана, там его в принципе нету;0
351;2025-08-04;Видео-платформа;IOS;оптимизация приложения ужасное, плеер видео неудобный;-1
352;2025-08-05;Видео-платформа;ANDROID;Очень неудобное меню;3
353;2025-08-05;Видео-платформа;ANDROID;невозможностт посмотреть любые филтмы и тд на smart tv. ложные ответы поддержки;-1
354;2025-08-06;Видео-платформа;ANDROID;Подписка стала платной и часть каналов (Советская киноклассика, Матч Премьер, Мульт) по отдельной подписке;0
355;2025-08-06;Видео-платформа;IOS;V;5
356;2025-08-01;Видео-платформа;IOS;При наличии всех необходимых подписок я так и не смогла посмотреть нужный мне сериал. Выдавало ошибку. Поддержка проблему не решила. Ну и зачем мне тогда ваш сервис?!;0
357;2025-08-01;Видео-платформа;IOS;Неудобный плеер;3
358;2025-08-02;Видео-платформа;ANDROID;Поиск фильмов и работа приложения неудобная в мелочах. Например, сейчас пишу, а поле не вижу, т.к. оно заслоняется другим окном. И так во многих случаях;0
359;2025-08-02;Видео-платформа;ANDROID;Последнее время всё вместе!!!;5
360;2025-08-03;Видео-платформа;IOS;Всё время проблемы с категорией музыка. То не воспроизводилось, теперь не синхронизируется список избранного из приложения на телефоне в андроид ТВ. Последнее время тв каналы не работают;0
361;2025-08-03;Видео-платформа;ANDROID;На приставке фильмы запускаются не все. Обычно, то что хочу посмотреть, не запускается, а то что клацну для проверки и не хочу смотреть запустится. Раньше выходил из ситуации запускал кино в браузере опера, но и эту возможность убрали - все заканчивается выбором профиля для просмотра - клацаю на свой профиль, но реакции никакой. Подавал заявку в поддержку, но получил банальные рекомендации, которые любой здравомыслящий человек делает в первую очередь. В общем сервис нулевой. Не рекомендую.;0
362;2025-08-04;Видео-платформа;ANDROID;У друзей другие операторы связи.;-1
363;2025-08-05;Видео-платформа;IOS;Купил подписку после полуночи, на пионе, тк как на сайте было так. А у меня сим карта и про то что нужно было это сделать в личном кабинет информации не было. Моей просьбе о переносе подписки на личный кабинет отказали. Буду переходить на Ростелеком, там хотя бы идут на встречу клиентам.;0
364;2025-08-05;Видео-платформа;IOS;невозможность скачивать всё;-1
365;2025-08-06;Видео-платформа;ANDROID;Часто требует оплаты;2
366;2025-08-08;Видео-платформа;ANDROID;Фильмы одни и те же звук не сбалансирован смотришь фильм голос еле слышно за то пальба или ещё какие очень громко должен громкость постоянно дергать ночью не посмотреть ни чего ужас просто.;0
367;2025-08-08;Видео-платформа;ANDROID;УБЕРИТЕ ПОДПИСКИ ХОТЬ С ПОПУЛЯРНЫХ ФИЛЬМОВ И КАНАЛОВ;0
368;2025-08-08;Видео-платформа;IOS;Нет функции уже просмотрено, напряжет искать фильм или сериал среди просмотренных, даже не через ваш сервис, или просто не интересно;0
369;2025-08-09;Видео-платформа;ANDROID;Я его попал подключения МТС где было условлено ,на3-месяца ,сами знаете!.А через месяц блокируете,даже Простые программы с ТВ,и ещё вымагаете деньги чтобы подключиться на А ведь Когда я подключился к МТС всё было пучком, я Я с СВО,блин,и тварь!У вас завелась,были такие.Разберитесь пожалуйста!;0
370;2025-08-09;Видео-платформа;IOS;Были проблемы с подключением подписки, не подключалось;4
371;2025-08-09;Видео-платформа;ANDROID;Бывает видео либо канал тв зависают, появляется круглая стрелочка, вроде как проблема интернета, но простая перемотка, либо переключение канала решает данную проблему. Иногда так надоедает, что приходится выбрать низкое качество картинки, бывает помогает, бывает, что проще выключить. А ещё автоматически не выключается, то есть если уснуть или забыть выключить, а видео закончилось, либо вылезла ошибка какая-то, экран всё равно работает. На том же Ютубе, Рутубе, Зоне и т.д такие косяки отсутствуют. Нет знака просмотрено, зато если выключить на начале титров будет упрямо предлагать досмотреть. Очень чувствительный акселерометр, чуть качнулся телефон, сразу же поворачивается картинка, в режиме ТВ это дополнительно приводит к заиканию, нужно сделать задержку по дольше, либо увеличить углы срабатывания, на видео вообще можно отключить портретный режим, неужели кто-то смотрит видео в этом режиме. Это так, на скорую руку, как говорится.;0
372;2025-08-10;Видео-платформа;ANDROID;У меня подключен безлимитный кион.А по факту МТС сделал его лимитным.И при достижении определенного количества времени просмотра,вы его начинаете тормозить,смотреть не возможно;0
373;2025-08-11;Видео-платформа;IOS;Долго грузится кнопка продолжить просмотр;2
374;2025-08-12;Видео-платформа;ANDROID;Мало новинок;-1
375;2025-08-12;Видео-платформа;ANDROID;Плачу каждый месяц за подписку 199 руб. Но если на номере баланс 0 руб. То подписка автоматически отключится. Очень огорчена работой приложения.;0
376;2025-08-12;Видео-платформа;IOS;Нет приложения в старых моделях смарт тв Самсунг. А покупать новый телевизор, которого вполне хватает для домашнего использования…. Модель ue46es7500. Не такая уже и старая.;0
377;2025-08-15;Видео-платформа;ANDROID;Разводка.. Семейная группа не может пользоваться премиум подпиской..;0
378;2025-08-15;Видео-платформа;ANDROID;Мало хороших иностранных фильмов. Почти все - блёклые, унылые и нудные. Неудобный интерфейс, особенно неудобный в тв-приставке новый, когда описание читаешь и вдруг начинает играть трейлер. Чуть зазеваешься - включается реклама. В тв-приставке не могу изменить иконку своего профиля. Досмотреть фильм - надо искать его иконку после включения. Платить за всё это - странно.;0
379;2025-08-15;Видео-платформа;ANDROID;Расход трафика,высокая стоимость;2
380;2025-08-16;Видео-платформа;ANDROID;Неудобные дорогие подписки нет максимального пакета по приемлимой цене часть партнёров прекратило сотрудничество с киносервисом из за чего актуальность и привлекательность данного сервиса упала !;0
381;2025-08-16;Видео-платформа;ANDROID;Недостаточно функциональный плеер;3
382;2025-08-16;Видео-платформа;IOS;Скорость и интерфейс;3
383;2025-08-17;Видео-платформа;IOS;Подписка в тарифе есть но на программу как бы нет;4
384;2025-08-17;Видео-платформа;ANDROID;Все выше перечисленное кроме проблем со входом;-1
385;2025-08-18;Видео-платформа;ANDROID;Почти всё, из выше перечисленного;5
386;2025-08-18;Видео-платформа;IOS;Не работает адекватно выбор каналов, уже писал, говорили знают как поправить, но нет!;0
387;2025-08-18;Видео-платформа;IOS;Не успела еще нормально попользоваться;-1
388;2025-08-19;Видео-платформа;IOS;Нет кнопки полноэкранного режима, для того что бы смотреть на полном экране, нужно переворачивать телефон, часто приложение тормозит, долго загружаем серию;0
389;2025-08-19;Видео-платформа;ANDROID;Корявое меню, в том числе невозможность закрепить вид списка телеканалов и при каждом входе опять надо выбирать любимые, нафига мне список любимых каналов если при входе в СВОЙ аккаунт я опять должен смотреть список всех!!! Отдельное фу за огромную рекламу отечественного современного тошнотного шлака, который вы называете кино, сделайте где-нибудь в нижнем углу маленькую кнопку ШЛАК и соберите там все, а рекламу наберите из советского кинематографа;0
390;2025-08-20;Видео-платформа;IOS;С амедиатекой на окко выходят серии сериала а у вас уже три недели нет;0
391;2025-08-20;Видео-платформа;IOS;Интерфейс плеера неудобен, нельзя выбрать качество или смотреть в полноэкранном режиме, даже на телевизоре. Раздражает реклама в самом приложении и закрыть ее трудно, хотя есть подписка;0
392;2025-08-21;Видео-платформа;IOS;Не могу отключить подписку. Подключен МТС премиум, куда входит Кион, еще здесь списывают.;0
393;2025-08-22;Видео-платформа;ANDROID;Плохое скачивание фильмов;1
394;2025-08-22;Видео-платформа;IOS;При том что оплачиваешь подписку еще и гигабайты уходят;0
395;2025-08-24;Видео-платформа;IOS;С подпиской приходится еще доплачивать что бы смотреть сериалы;0
396;2025-08-24;Видео-платформа;ANDROID;Много рекламы, даже с подпиской.;2
397;2025-08-24;Видео-платформа;IOS;Приложение постоянно зависает , проблемы со входом, приложение выключается. Стоимость подписки;0
398;2025-08-25;Видео-платформа;ANDROID;Смотреть фильмы/сериалы с телефона не удобно, а при выводе на экран телевизора, идёт блокировка картинке.;0
399;2025-08-25;Видео-платформа;ANDROID;Много списывается гигов;2
400;2025-08-25;Видео-платформа;ANDROID;Стало меньше хороших сериалов;1
401;2025-08-25;Видео-платформа;ANDROID;Мало советских фильмов и мультфильмов;1
402;2025-08-26;Видео-платформа;IOS;Просто интересно;5
403;2025-08-28;Видео-платформа;IOS;Почему я могу выбрать только 1 вариант то? Приложение выкидывает, видел зависает.;0
404;2025-08-29;Видео-платформа;ANDROID;За свои же деньги, вместо тв каналов смотрю рекламу которой быть не должно!!!;-1
405;2025-08-30;Видео-платформа;IOS;Отсутствие широкого экрана в мобильной версии. Мало фильмов;0
406;2025-08-30;Видео-платформа;IOS;Не могу отменить подписку!;4
407;2025-08-31;Видео-платформа;ANDROID;Отвратительное всплывающее окно рекламы на весь экран при входе;2
408;2025-09-01;Видео-платформа;ANDROID;Не могу отключить подписку!!!;4
409;2025-09-02;Видео-платформа;IOS;Долго скачивать;2
410;2025-09-02;Видео-платформа;IOS;Подписка оплачена, доступа нет;4
411;2025-09-02;Видео-платформа;IOS;Ребёнок нормально смотрить не может из-за того что трогает икран и звук включает на всю ночность с яркостью тоже самое. Ребёнок пугается от резкого громко звука, это можно как нибудь убрать?;0
412;2025-09-03;Видео-платформа;ANDROID;Мало Российских фильмов, и советских фильмов;1
413;2025-09-03;Видео-платформа;IOS;Оформили мне подписку на матч тв и не отменяете её;4
414;2025-09-03;Видео-платформа;IOS;Все вместе;5
415;2025-09-03;Видео-платформа;ANDROID;Раньше интернет не расходывался, в этом была фишка мтс , теперь мтс не актуален. Полно других приложений, которые актуальней, да и другие оператоы не тратят на них трафик... Жадные вы стали мтс...;0
416;2025-09-04;Видео-платформа;ANDROID;Нельзя слушать фильм на выключенном экране телефона;-1
417;2025-09-05;Видео-платформа;IOS;Сбои в работе канала кион, долгое во времени решение проблем с сотрудниками канала кион, не клиентоориентированность, не ценят клиентов . Сегодня конкретно была у меня проблема с воспроизведением фильмов , в итоге специалист на мой запрос легко готова распрощаться с клиентом . Прошу ознакомиться с перепиской;0
418;2025-09-07;Видео-платформа;IOS;Очень тормозят загрузки;2
419;2025-09-08;Видео-платформа;IOS;На стороннем сайте показывает,что сериал доступен в приложение,переходишь в кион,там сериала нет.;-1
420;2025-09-08;Видео-платформа;IOS;Не могу оплатить подписку, через эп стор не удобно;0
421;2025-09-09;Видео-платформа;IOS;Мало фильмов;1
422;2025-09-10;Видео-платформа;IOS;Приложение было всю дорогу бесплатным для мобильных устройств. У меня платная подписка и я ещё и за кино плачу , че за бред;0
423;2025-09-12;Видео-платформа;ANDROID;Кое что;5
424;2025-09-12;Видео-платформа;IOS;я не часто смотрю фильмы и мои друзья тоже;1
425;2025-09-12;Видео-платформа;IOS;Не воспроизводится видео;1
426;2025-09-13;Видео-платформа;IOS;Для чего делать опцию загрузки фильмов, если фильм без интернета не запустишь? Кейс: перед вылетом скачала несколько серий. В самолете- сюрприз- без интернета не смогла войти в приложение;0
427;2025-09-14;Видео-платформа;ANDROID;Всё оплачено,а смотреть ничего не могу;-1
428;2025-09-15;Видео-платформа;ANDROID;Реклама;2
429;2025-09-15;Видео-платформа;ANDROID;Не могу посмотреть сериалы которые прошли в эфире в прошлом сезоне;-1
430;2025-09-15;Видео-платформа;IOS;В приложении просит оплатить 99р! А у меня мтс премиум, что должно по условиям входить в услугу;0
431;2025-09-17;Видео-платформа;IOS;Маленькая коллекция фильмов. Нет старых советских фильмов. Нет мировых бестселлеров.;0
432;2025-09-18;Видео-платформа;ANDROID;Наших фильмов очень мало;1
433;2025-09-20;Видео-платформа;IOS;Чтоб приложение открывалось без отсутствия интернета, смотреть скаченное.;-1
434;2025-09-22;Видео-платформа;IOS;Неудобное меню и поиск;3
435;2025-09-22;Видео-платформа;ANDROID;Нельзя редактировать список каналов. Очень напрягает.;0
436;2025-09-25;Видео-платформа;IOS;Оплата подписки;3
437;2025-09-26;Видео-платформа;IOS;Очень долгий вход на тв,бывает вообще не возможно войти;-1
438;2025-09-27;Видео-платформа;IOS;Не отображаются как Галя на apple tv;1
439;2025-09-28;Видео-платформа;ANDROID;"Не удобно, что нельзя смотреть контент в фоновом режиме; не удобно, что звук и яркость меняется на самом экране, это ненужная функция";0
440;2025-09-28;Видео-платформа;ANDROID;Очень много рекламы, подвисает сеть, долго открывается;-1
441;2025-09-30;Видео-платформа;IOS;Не удобный видео плеер на телефоне убовлять звук на экране мешает, возможность приближать видео мешает, сделайте функцию расширения экрана а не приближения;0
442;2025-09-30;Видео-платформа;IOS;Обновления редко, пропали мультики некоторые , не включает фильм или сериал с момента где закончил смотреть;0
443;2025-09-29;Видео-платформа;IOS;Полоска громкости посреди экрана — это шедевр;0
444;2025-09-01;Видео-платформа;IOS;Все самое интересное платное. Молодцы😁;0
445;2025-09-02;Видео-платформа;ANDROID;Много рекламы во время просмотра ТВ каналов;2
446;2025-09-01;Видео-платформа;ANDROID;Старьё;5
447;2025-09-02;Видео-платформа;IOS;1. Приложение работает не стабильно, иногда можно выбрать качество просмотра, иногда просто не дает 2. Нет возможности смотреть горизонтально(только если автоповорот стоит, но когда его включаешь, а телефон ставишь вертикально, то видео переворачивается в обрезанном формате);0
448;2025-09-03;Видео-платформа;IOS;Все запикано не возможно смотреть.;-1
449;2025-09-03;Видео-платформа;IOS;Нужно выключать автоповорот экрана, что бы смотреть в горизонтальном режиме ,;-1
450;2025-09-04;Видео-платформа;ANDROID;На главной странице пропадают каналы из ибронные, добоаленых нет;-1
451;2025-09-05;Видео-платформа;ANDROID;"Проблемы со входом в приложение; Воспроизведение каналов при стабильном интернете может висеть или долго грузиться и только потом показывать; Служба поддержки приложения не работает с обращениями,";0
452;2025-09-05;Видео-платформа;IOS;Не возможно отменить подписку;4
453;2025-09-05;Видео-платформа;IOS;Экран на телефоне не фиксируется в горизонтальном положении автоматически;-1
454;2025-09-06;Видео-платформа;IOS;Порекомендую;5
455;2025-09-07;Видео-платформа;ANDROID;Вылетае т при просмотре. И крутится и не включается.;0
456;2025-09-07;Видео-платформа;IOS;Качество видео ( настройки никак не влияют), малый ассортимент, бывает тупит приложение;0
457;2025-09-08;Видео-платформа;IOS;Проблемы с воспроизведением сериалов(со второй и последующих серий) и фильмов на телевизорах;0
458;2025-09-08;Видео-платформа;IOS;На iOS выдаёт ошибку на главном экране. Не отображаются разделы и фильмы. И так уже несколько дней. Обновления приложения не помогают..;0
459;2025-09-11;Видео-платформа;IOS;Два раза списывают за подписку, отключают раньше подписку чем оплачено.;0
460;2025-09-11;Видео-платформа;IOS;Мало доступа;-1
461;2025-09-11;Видео-платформа;ANDROID;При отсутствии интернета нет возможности смотреть скачанные сериалы. Странно да? Они же в загрузках.;0
462;2025-09-12;Видео-платформа;IOS;снятие денежных средств за и подписку без напоминания и подтверждения необходимости подписки для покупателя в том или ином месяце. То, что вы один раз при покупке подписки указали 2 месяца 99₽ затем 299₽, человек уже и забыл что на вас подписался ради одного сериала. но на этом вы бабло и рубите, хоть это и не честно.;0
463;2025-09-12;Видео-платформа;IOS;Постоянно зависает, часто не загружает;2
464;2025-09-15;Видео-платформа;ANDROID;Кроме простой рекламы, выпадает ещё;2
465;2025-09-16;Видео-платформа;ANDROID;Гигабайтов много берёт, в кионе, на ТВ канале.;2
466;2025-09-16;Видео-платформа;ANDROID;Часто вообще не открывается Да на домашнем интернете;-1
467;2025-09-16;Видео-платформа;IOS;Дерьмовое приложение, требует идентификации зачем-то. Новых фильмов минимум. Телепередачи напичканы рекламой.;0
468;2025-09-17;Видео-платформа;ANDROID;А все не так! Зависает картинка, тормозит приложение, переключаюсь между разделами(Фильмы, ТВ) Жаловался на стороннюю рекламу, хотя у меня Премиум-говорили что не повториться, но каждый день повторяется! И вот сейчас пишу комментарии, а приложение не позволяет прочесть что пишешь!;0
469;2025-09-16;Видео-платформа;ANDROID;Фальш;5
470;2025-09-18;Видео-платформа;ANDROID;Плохо ловит и постоянно зависает;2
471;2025-09-19;Видео-платформа;ANDROID;Не работают загрузки.;-1
472;2025-09-19;Видео-платформа;ANDROID;Скуповат выбор фильмов;1
473;2025-09-20;Видео-платформа;IOS;Неудобно пользоваться каналами тв. При возврате к списку каналов слетает;0
474;2025-09-20;Видео-платформа;IOS;Нет такой привычки советовать;-1
475;2025-09-21;Видео-платформа;IOS;Дабл тап некорректно работает;3
476;2025-09-21;Видео-платформа;ANDROID;Приложение работает некорректно.;-1
477;2025-09-21;Видео-платформа;ANDROID;Имея подписку, нельзя смотреть ВСЕ фильмы/сериалы;-1
478;2025-09-22;Видео-платформа;IOS;Нет функции продолжить просмотр, нет функции удобно выбирать серию и сезон. Постоянно вылетает приложение , что через телефон, что на телевизоре . На том же уровне бесплатные платформы ВК и рутуб предлагают большее, берете только тем, что в эфирах на тех платформах нет каких-то фильмов или сериалов. Обслуживание 0.;0
479;2025-09-22;Видео-платформа;ANDROID;Помимо основной телевизионной рекламы поверх всплывающая реклама достала уже;2
480;2025-09-24;Видео-платформа;ANDROID;Фильмы зависают, плохой интернет именно в приложении кион;0
481;2025-09-24;Видео-платформа;IOS;Не открывается загружены фильмы без интернета;1
482;2025-09-24;Видео-платформа;IOS;Нет многих фильмов и сериалов, даже каких то прошлых годов ,их просто нет ,много что платно.;7
483;2025-09-25;Видео-платформа;IOS;Получил приложение от МТС Не могу им воспользоваться;-1
484;2025-09-25;Видео-платформа;IOS;При просмотре фильма не удобный интерфейс;1
485;2025-09-26;Видео-платформа;ANDROID;Начинаешь смотреть какой-то канал или фильм и просто вылетает на главную страницу. И это очень часто случается.;0
486;2025-09-26;Видео-платформа;IOS;Не нашла как найти настройки качества при воспроизведение на телевизоре;0
487;2025-09-26;Видео-платформа;ANDROID;Нет интересных фильмов.;1
488;2025-09-29;Видео-платформа;ANDROID;Верните премиум;-1
489;2025-09-30;Видео-платформа;IOS;Анимации тормозят, качество видео посредственное, количество кадров в видео тоже посредственное. Приложение вылетает, тормозит, во всех аспектах работает неуорректно;0
490;2025-09-27;Видео-платформа;IOS;Списание денег за подписку которой потом в итоге нет;0
491;2025-09-29;Видео-платформа;ANDROID;Мой вариант;5
492;2025-09-29;Видео-платформа;ANDROID;Не закрывается чат и мои сообщения изчезают в чате, которые я пишу оператору в чате, всё в открытом доступе,;0
493;2025-08-07;Видео-платформа;WEB;нет фильмов в 4К, глючный режим картинка в картинке, мало доступных фильмов по сравнению с другими онлайн-кинотеатрами;0
494;2025-08-08;Видео-платформа;WEB;Дали промокод на год, а оказалось на месяц;4
495;2025-08-08;Видео-платформа;WEB;Нет приложения в rustore для ТВ. Его нужно искать на сторонних сайтах. У всех ваших конкурентов оно есть.;0
496;2025-08-10;Видео-платформа;WEB;Очень маленький выбор зарубежных фильмов. Даже старых фильмов нет.;-1
497;2025-08-09;Видео-платформа;WEB;Нет ничего интересного, поисковик тупой ВЕЗДЕ СИНИЙ ТРАКТОР!!!;0
498;2025-08-10;Видео-платформа;WEB;интернет реклама;2
499;2025-08-11;Видео-платформа;WEB;кинотеатр к сожалению не запоминает на каком моменте времени остановился просмотр. У ИВИ есть такое! Точное время остановки просмотра. ПРОШУ СДЕЛАТЬ ТАК ЖЕ КАК У ИВИ! ЗАПОМИНАТЬ И ОСТАНАВЛИВАТЬ ВРЕМЯ ОСТАНОВКИ ПРОСМОТРА! Чтоб зритель смог досмотреть точную остановку! Там где остановился! Сделайте так чтоб тоже у вас запоминалось на точном времени остановка просмотра!;0
500;2025-08-11;Видео-платформа;WEB;Установлен на подписку автоплатеж. При недостаточном на счету денег, автоплатеж не прошел. А сама не могу оплатить подписку .;0
501;2025-08-11;Видео-платформа;WEB;не работает на моем смари тв - и никто из пидорасов о таком не предупредил;-1
502;2025-08-11;Видео-платформа;WEB;Проблемы со входом в приложение + неудобный плеер (отматывание на 1 (!) секунду на приложениях для приставок на android). Однако у вас были три эксклюзива, ради которых стоило активировать подписку -- за это спасибо!;0
503;2025-08-12;Видео-платформа;WEB;Нет фильтров по фильмам (год, жанр, страна) - это минус. Я хочу выбрать свежие комедии и не могу этого сделать. При входе во взрослый аккаунт (после детского) остается детский контент - это минус. Нет мультиков СССР :), а дочь любит.;0
504;2025-08-12;Видео-платформа;WEB;Все вышеперечисленные кроме наверное стоимости. Плюс еще идиотская реклама на федеральных каналах, которую запускает приложение вместо пакетов рекламы самих каналов. Это все про андроид приложение на смарт ТВ.;0
505;2025-08-12;Видео-платформа;WEB;Приобрела подписку , но чек мне не присылают Добрый день! Прошу направить товарный чек об оплате подписки, аккаунт зарегистрирован на номер [ТЕЛЕФОН], оплата производилась с карты 6907 В соответствии с Федеральным законом №54 О применении контрольно-кассовой техники, а именно п. 2 ст. 1.2 При осуществлении расчета пользователь обязан выдать кассовый чек или бланк строгой отчетности на бумажном носителе и (или) в случае предоставления покупателем (клиентом) пользователю до момента расчета абонентского номера либо адреса электронной почты направить кассовый чек или бланк строгой отчетности в электронной форме покупателю (клиенту) на предоставленные абонентский номер либо адрес электронной почты (при наличии технической возможности для передачи информации покупателю (клиенту) в электронной форме на адрес электронной почты), если иное не установлено настоящим Федеральным законом.;0
506;2025-08-12;Видео-платформа;WEB;Проблемы со входом в приложение, проблемы с воспроизведением и запуском, нереальная цена за низкое качество, приложение тормозит все время при воспроизведении каналов, фильмов и т д, список доступных фильмов ничтожен, их можно смотреть бесплатно в сети, все свыше перечисленное не для того что бы кого то обидеть, я с мтс больше 30 лет уже, но качество предоставляемых услуг начиная от связи заканчивая подписками просто хуже некуда день ото дня! Хочу давно уйти, привычка наверное, если до нового года так все и будет, уйду в другую компанию.;0
507;2025-08-12;Видео-платформа;WEB;мало новинок.;-1
508;2025-08-12;Видео-платформа;WEB;Я отменила подписку, но с меня сняли денежные средства за продление подписки в сумме 699 руб. Считаю, что это мошенничество. Как от писаться от KION? Если на сайте я заранее отписалась, а деньги все равно сняли без уведомления о согласии на проведение платежа.;0
509;2025-08-13;Видео-платформа;WEB;Раньше в абонентскую плату интернета входило тв и фильмы на Kion,с некоторых пор все фильмы стали платными, абонентская и так высокая, так ещё за подписку платить теперь. Ухожу из Киона;0
510;2025-08-14;Видео-платформа;WEB;Фильм на телефоне не увеличивается наполный экран и фильм не качается на другом телефоне все нормально;0
511;2025-08-15;Видео-платформа;WEB;Не нравится ваш вариант!!! Экран не поворачивается, приходится смотреть портить зрение!!!! Больше на вас не подпишусь!!! Список доступных фильмов мизерный!!! Нет вариньа-ваши предпочтения!!! Вообщем на много хуже чем Кион!!!!;0
512;2025-08-15;Видео-платформа;WEB;Поиск. Не хватает фильтров. В ленте отображаются одни и те же фильмы и сериалы. Приходится идти в Гугл или Яндекс за рекомендацией, а затем по названию искать в Кионе.;0
513;2025-08-16;Видео-платформа;WEB;Нет возможности смотреть продолжение фильмов сезон 2;-1
514;2025-08-17;Видео-платформа;WEB;Отсутствие в муз.бридж канала РОК;6
515;2025-08-17;Видео-платформа;WEB;часто тормозит, на многих девайсах не работает/работает некорректно, постоянные обновления, которые влияют на работу приложения и тд и тп;0
516;2025-08-17;Видео-платформа;WEB;За все заплатил, а Актерище показывать не хочет!;-1
517;2025-08-18;Видео-платформа;WEB;кривой сайт;3
518;2025-08-17;Видео-платформа;WEB;плати за мтс музыку и за кион где нету норм каналов;-1
519;2025-08-18;Видео-платформа;WEB;КРАЙНЕ НЕ УДОБНО ИСКАТЬ МУЛЬТИКИ!!!! При вбивании в поиск мульт, мультфильм, мультик - выдает канал, но не выдает список доступных мультиков. Как их искать до сих пор не понятно, в категории фильмы внизу были мультики, сейчас уже пол часа ищем, не можем найти ни одного. Это крайне не удобно!;0
520;2025-08-19;Видео-платформа;WEB;Полный отстой;-1
521;2025-08-19;Видео-платформа;WEB;неудобный интерфейс. для выбора серии надо выйти в основное меню фильма. Нет информации на какой серии остановился пользователь;0
522;2025-08-21;Видео-платформа;WEB;Полная непродуманность приложения. Даже в опросе нет возможности выбрать несколько вариантов ответов. Создается впечатление, что всё делается из-под палки. Моё видение на формирование низкой оценки: 1. Проблемы со входом. Не приложение для просмотра телевизора, а какой-то Бильдербергский клуб - кругом пароли, коды из смс и прочая морока 2. Что за затемнение экрана, при активной панели плеера?? Что бы разглядеть видео на экране, надо выждать время для скрытия плеера, после чего появляется нормальная подсветка и картинка. Кион смотрят далеко не подростки в дырявых штанах, которых должны вдохновлять эти конченные спец. эффекты плеера.;0
523;2025-08-22;Видео-платформа;WEB;Стала выскакивать реклама в новом окне. При этом обратно на канал иногда не возвращается. И что я обязан при подписке смотреть дополнительную рекламу? С чего это?;0
524;2025-08-22;Видео-платформа;WEB;Много рекламы, которая повторяется по 100 раз.;2
